customer_id,first_purchase,last_purchase,purchase_lines,unique_invoices,total_quantity,total_spend,avg_unit_price,countries,distinct_products,days_active,primary_country,return_count,return_value,customer_tenure_days,net_spend,avg_basket_size,avg_order_value,return_rate,first_purchase_month,country_group,spend_quartile,frequency_segment,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
15022,2010-01-31 16:02:00,2010-01-31 16:02:00,19,1,113,281.05,2.744736842105263,1,19,1,United Kingdom,0,0.0,0,281.05,19.0,281.05,0.0,2010-01,UK,Q1 (Lowest),One-time,312,1,281.05,1,1,1,111,At Risk
15023,2010-02-03 15:45:00,2010-12-05 13:49:00,438,10,2156,5283.39,4.021278538812785,1,263,9,United Kingdom,4,-38.89,304,5244.5,43.8,528.339,0.4,2010-02,UK,Q4 (Highest),Regular (4-10),4,10,5283.39,4,4,4,444,Champions
15024,2010-10-11 16:14:00,2010-12-07 17:05:00,216,8,1281,2414.18,2.6835185185185186,1,120,6,United Kingdom,0,0.0,57,2414.18,27.0,301.7725,0.0,2010-10,UK,Q4 (Highest),Regular (4-10),2,8,2414.18,4,4,4,444,Champions
15025,2010-05-20 13:28:00,2010-05-20 13:28:00,71,1,318,609.88,3.3209859154929577,1,71,1,United Kingdom,0,0.0,0,609.88,71.0,609.88,0.0,2010-05,UK,Q2,One-time,203,1,609.88,1,1,2,112,At Risk
15026,2010-09-17 13:52:00,2010-11-29 13:50:00,77,2,370,579.89,2.121688311688312,1,65,2,United Kingdom,0,0.0,72,579.89,38.5,289.945,0.0,2010-09,UK,Q2,Occasional (2-3),10,2,579.89,4,2,2,422,Recent Customers
15027,2010-03-25 14:39:00,2010-11-09 16:53:00,56,6,2217,2129.45,3.7017857142857147,1,46,5,United Kingdom,1,-207.35999999999999,229,1922.09,9.333333333333334,354.9083333333333,0.16666666666666666,2010-03,UK,Q4 (Highest),Regular (4-10),30,6,2129.45,3,4,4,344,Champions
15028,2010-11-10 14:32:00,2010-12-06 12:47:00,68,3,333,521.78,2.646176470588235,1,45,3,United Kingdom,0,0.0,25,521.78,22.666666666666668,173.92666666666665,0.0,2010-11,UK,Q2,Occasional (2-3),3,3,521.78,4,3,2,432,Loyal Customers
15029,2010-03-30 12:16:00,2010-03-30 12:16:00,10,1,234,365.1,2.722,1,10,1,United Kingdom,1,-2.95,0,362.15000000000003,10.0,365.1,1.0,2010-03,UK,Q2,One-time,254,1,365.1,1,1,2,112,At Risk
15030,2010-03-04 17:10:00,2010-11-24 14:57:00,26,6,853,1461.63,3.73,1,19,6,United Kingdom,1,-12.75,264,1448.88,4.333333333333333,243.60500000000002,0.16666666666666666,2010-03,UK,Q3,Regular (4-10),15,6,1461.63,4,4,3,443,Champions
15031,2009-12-08 13:38:00,2010-11-10 16:14:00,285,10,1176,2449.75,2.7529122807017545,1,187,8,United Kingdom,37,-289.21000000000004,337,2160.54,28.5,244.975,3.7,2009-12,UK,Q4 (Highest),Regular (4-10),29,10,2449.75,3,4,4,344,Champions
15032,2009-12-10 15:27:00,2010-12-08 13:30:00,73,7,5291,8821.55,2.0979452054794523,1,39,6,United Kingdom,0,0.0,362,8821.55,10.428571428571429,1260.2214285714285,0.0,2009-12,UK,Q4 (Highest),Regular (4-10),1,7,8821.55,4,4,4,444,Champions
15034,2010-05-11 13:30:00,2010-11-18 14:07:00,362,6,2335,3957.04,3.1639226519337016,1,231,6,United Kingdom,0,0.0,191,3957.04,60.333333333333336,659.5066666666667,0.0,2010-05,UK,Q4 (Highest),Regular (4-10),21,6,3957.04,3,4,4,344,Champions
15037,2010-11-28 12:14:00,2010-11-28 13:05:00,45,2,298,397.76,2.2706666666666666,1,40,1,United Kingdom,0,0.0,0,397.76,22.5,198.88,0.0,2010-11,UK,Q2,Occasional (2-3),11,2,397.76,4,2,2,422,Recent Customers
15038,2010-10-10 14:35:00,2010-12-05 10:54:00,142,4,212,579.67,3.1342957746478874,1,119,4,United Kingdom,0,0.0,55,579.67,35.5,144.9175,0.0,2010-10,UK,Q2,Regular (4-10),4,4,579.67,4,3,2,432,Loyal Customers
15039,2009-12-10 11:39:00,2010-12-06 11:26:00,1272,47,8905,19960.3,3.3463993710691824,1,389,42,United Kingdom,12,-160.44,360,19799.86,27.06382978723404,424.6872340425532,0.2553191489361702,2009-12,UK,Q4 (Highest),Loyal (11+),3,47,19960.3,4,4,4,444,Champions
15040,2010-06-16 11:40:00,2010-06-16 11:40:00,1,1,1,7.49,7.49,1,1,1,United Kingdom,0,0.0,0,7.49,1.0,7.49,0.0,2010-06,UK,Q1 (Lowest),One-time,176,1,7.49,1,1,1,111,Moderate
15041,2010-09-21 13:16:00,2010-09-21 13:16:00,37,1,89,109.05,1.3667567567567567,1,34,1,United Kingdom,0,0.0,0,109.05,37.0,109.05,0.0,2010-09,UK,Q1 (Lowest),One-time,79,1,109.05,2,1,1,211,Moderate
15042,2010-04-23 14:01:00,2010-04-23 14:01:00,4,1,208,179.52,0.74,1,4,1,United Kingdom,0,0.0,0,179.52,4.0,179.52,0.0,2010-04,UK,Q1 (Lowest),One-time,230,1,179.52,1,1,1,111,At Risk
15043,2010-06-24 15:50:00,2010-09-02 15:09:00,47,5,707,2318.3199999999997,3.5087234042553193,1,38,5,United Kingdom,0,0.0,69,2318.3199999999997,9.4,463.66399999999993,0.0,2010-06,UK,Q4 (Highest),Regular (4-10),98,5,2318.3199999999997,2,4,4,244,High Value
15044,2009-12-16 15:13:00,2010-11-25 13:13:00,448,15,2452,8134.280000000001,4.412120535714286,1,201,13,United Kingdom,7,-44.55,343,8089.7300000000005,29.866666666666667,542.2853333333334,0.4666666666666667,2009-12,UK,Q4 (Highest),Loyal (11+),14,15,8134.280000000001,4,4,4,444,Champions
15046,2010-01-14 14:29:00,2010-10-10 12:09:00,193,10,1213,2533.37,3.32860103626943,1,139,10,United Kingdom,3,-79.25,268,2454.12,19.3,253.337,0.3,2010-01,UK,Q4 (Highest),Regular (4-10),60,10,2533.37,2,4,4,244,High Value
15048,2010-12-06 12:15:00,2010-12-06 12:15:00,23,1,32,98.7,2.884782608695652,1,23,1,United Kingdom,0,0.0,0,98.7,23.0,98.7,0.0,2010-12,UK,Q1 (Lowest),One-time,3,1,98.7,4,1,1,411,Recent Customers
15050,2010-08-16 12:00:00,2010-10-14 14:18:00,73,2,1384,2349.5,2.5193150684931505,1,58,2,United Kingdom,0,0.0,59,2349.5,36.5,1174.75,0.0,2010-08,UK,Q4 (Highest),Occasional (2-3),56,2,2349.5,2,2,4,224,Moderate
15051,2009-12-01 13:29:00,2010-11-25 16:46:00,147,6,2042,2543.55,2.603061224489796,1,113,6,United Kingdom,1,-15.0,359,2528.55,24.5,423.925,0.16666666666666666,2009-12,UK,Q4 (Highest),Regular (4-10),14,6,2543.55,4,4,4,444,Champions
15055,2009-12-16 15:48:00,2010-08-22 11:06:00,81,3,225,549.12,3.1872839506172843,1,77,3,United Kingdom,0,0.0,248,549.12,27.0,183.04,0.0,2009-12,UK,Q2,Occasional (2-3),109,3,549.12,2,3,2,232,Frequent Buyers
15056,2010-07-07 15:58:00,2010-07-07 15:58:00,6,1,69,113.64999999999999,3.4333333333333336,1,6,1,United Kingdom,0,0.0,0,113.64999999999999,6.0,113.64999999999999,0.0,2010-07,UK,Q1 (Lowest),One-time,155,1,113.64999999999999,1,1,1,111,Moderate
15057,2009-12-05 15:27:00,2010-09-22 14:22:00,45,3,726,1766.46,3.1973333333333334,1,38,3,United Kingdom,1,-71.4,290,1695.06,15.0,588.82,0.3333333333333333,2009-12,UK,Q4 (Highest),Occasional (2-3),78,3,1766.46,2,3,4,234,High Value
15058,2010-02-24 14:07:00,2010-11-28 10:42:00,81,5,591,1285.04,3.044567901234568,1,52,5,United Kingdom,1,-32.849999999999994,276,1252.19,16.2,257.008,0.2,2010-02,UK,Q3,Regular (4-10),11,5,1285.04,4,4,3,443,Champions
15059,2009-12-06 12:17:00,2010-11-28 11:14:00,351,10,993,2152.68,3.071994301994302,1,209,9,United Kingdom,6,-84.05,356,2068.6299999999997,35.1,215.26799999999997,0.6,2009-12,UK,Q4 (Highest),Regular (4-10),11,10,2152.68,4,4,4,444,Champions
15061,2009-12-01 12:18:00,2010-12-07 13:50:00,583,86,51790,83282.93,2.23631217838765,1,115,41,United Kingdom,4,-1121.64,371,82161.29,6.77906976744186,968.4061627906976,0.046511627906976744,2009-12,UK,Q4 (Highest),Loyal (11+),2,86,83282.93,4,4,4,444,Champions
15062,2010-04-08 15:41:00,2010-10-12 10:38:00,102,4,1109,1597.76,2.8504901960784315,1,75,4,United Kingdom,0,0.0,186,1597.76,25.5,399.44,0.0,2010-04,UK,Q3,Regular (4-10),58,4,1597.76,2,3,3,233,High Value
15064,2009-12-22 16:17:00,2010-10-25 14:32:00,79,4,808,1154.41,2.7848101265822787,1,74,4,United Kingdom,0,0.0,306,1154.41,19.75,288.6025,0.0,2009-12,UK,Q3,Regular (4-10),45,4,1154.41,3,3,3,333,Champions
15065,2010-10-25 09:13:00,2010-10-25 09:13:00,11,1,63,168.73,4.808181818181819,1,11,1,United Kingdom,0,0.0,0,168.73,11.0,168.73,0.0,2010-10,UK,Q1 (Lowest),One-time,45,1,168.73,3,1,1,311,Recent Customers
15067,2010-04-11 15:54:00,2010-10-22 14:30:00,95,2,1197,2118.12,4.630105263157895,1,94,2,United Kingdom,1,-12.75,193,2105.37,47.5,1059.06,0.5,2010-04,UK,Q4 (Highest),Occasional (2-3),48,2,2118.12,3,2,4,324,Potential Loyalists
15068,2010-03-28 13:18:00,2010-10-17 16:08:00,114,2,468,621.54,2.1252631578947367,1,104,2,United Kingdom,0,0.0,203,621.54,57.0,310.77,0.0,2010-03,UK,Q2,Occasional (2-3),53,2,621.54,2,2,2,222,Moderate
15070,2009-12-15 13:49:00,2010-12-02 11:23:00,32,3,339,737.0500000000001,3.6171875,1,26,3,United Kingdom,0,0.0,351,737.0500000000001,10.666666666666666,245.68333333333337,0.0,2009-12,UK,Q3,Occasional (2-3),7,3,737.0500000000001,4,3,3,433,Champions
15071,2010-05-18 12:45:00,2010-11-18 13:30:00,28,2,147,473.49,4.7371428571428575,1,27,2,United Kingdom,0,0.0,184,473.49,14.0,236.745,0.0,2010-05,UK,Q2,Occasional (2-3),21,2,473.49,3,2,2,322,Recent Customers
15072,2010-08-17 15:46:00,2010-08-17 15:46:00,13,1,164,187.51999999999998,1.4115384615384616,1,13,1,United Kingdom,0,0.0,0,187.51999999999998,13.0,187.51999999999998,0.0,2010-08,UK,Q1 (Lowest),One-time,114,1,187.51999999999998,2,1,1,211,Moderate
15073,2010-01-27 08:48:00,2010-11-04 10:26:00,105,5,919,1744.61,4.124761904761905,1,89,5,United Kingdom,0,0.0,281,1744.61,21.0,348.92199999999997,0.0,2010-01,UK,Q4 (Highest),Regular (4-10),35,5,1744.61,3,4,4,344,Champions
15074,2010-08-29 11:47:00,2010-10-06 15:49:00,31,2,608,817.46,1.6651612903225805,1,31,2,United Kingdom,0,0.0,38,817.46,15.5,408.73,0.0,2010-08,UK,Q3,Occasional (2-3),64,2,817.46,2,2,3,223,Moderate
15076,2010-07-05 14:11:00,2010-08-04 13:37:00,31,2,295,566.89,3.770322580645161,1,30,2,United Kingdom,2,-21.9,29,544.99,15.5,283.445,1.0,2010-07,UK,Q2,Occasional (2-3),127,2,566.89,2,2,2,222,Moderate
15077,2009-12-09 17:10:00,2010-08-02 11:13:00,32,2,528,2428.08,5.1396875,1,28,2,United Kingdom,2,-4.2,235,2423.88,16.0,1214.04,1.0,2009-12,UK,Q4 (Highest),Occasional (2-3),129,2,2428.08,2,2,4,224,Moderate
15078,2009-12-04 12:03:00,2010-12-06 12:39:00,352,22,3884,8008.77,3.066903409090909,1,57,16,United Kingdom,8,-65.60000000000001,367,7943.17,16.0,364.035,0.36363636363636365,2009-12,UK,Q4 (Highest),Loyal (11+),3,22,8008.77,4,4,4,444,Champions
15079,2009-12-08 11:22:00,2010-12-09 09:25:00,98,8,1115,2871.74,3.85,1,83,6,United Kingdom,7,-76.7,365,2795.04,12.25,358.9675,0.875,2009-12,UK,Q4 (Highest),Regular (4-10),0,8,2871.74,4,4,4,444,Champions
15080,2010-07-26 10:03:00,2010-10-08 11:52:00,31,2,287,546.25,2.388709677419355,1,31,2,United Kingdom,0,0.0,74,546.25,15.5,273.125,0.0,2010-07,UK,Q2,Occasional (2-3),62,2,546.25,2,2,2,222,Moderate
15081,2010-06-22 10:25:00,2010-12-07 16:20:00,76,8,616,1460.92,4.470526315789473,1,58,8,United Kingdom,0,0.0,168,1460.92,9.5,182.615,0.0,2010-06,UK,Q3,Regular (4-10),2,8,1460.92,4,4,3,443,Champions
15082,2010-02-09 10:23:00,2010-02-09 10:23:00,6,1,43,93.35000000000001,2.2416666666666667,1,6,1,United Kingdom,0,0.0,0,93.35000000000001,6.0,93.35000000000001,0.0,2010-02,UK,Q1 (Lowest),One-time,303,1,93.35000000000001,1,1,1,111,At Risk
15084,2010-03-04 10:45:00,2010-11-25 11:58:00,31,2,600,965.2,5.959354838709677,1,31,2,United Kingdom,0,0.0,266,965.2,15.5,482.6,0.0,2010-03,UK,Q3,Occasional (2-3),14,2,965.2,4,2,3,423,Potential Loyalists
15085,2009-12-10 11:47:00,2009-12-10 11:47:00,9,1,169,347.54,2.3233333333333333,1,9,1,United Kingdom,0,0.0,0,347.54,9.0,347.54,0.0,2009-12,UK,Q2,One-time,364,1,347.54,1,1,2,112,At Risk
15086,2010-03-24 13:56:00,2010-05-24 12:27:00,11,2,95,218.53,2.8854545454545457,1,10,2,United Kingdom,0,0.0,60,218.53,5.5,109.265,0.0,2010-03,UK,Q1 (Lowest),Occasional (2-3),199,2,218.53,1,2,1,121,At Risk
15091,2010-02-03 11:46:00,2010-02-03 11:50:00,27,2,236,565.9,3.184814814814815,1,27,1,United Kingdom,2,-19.75,0,546.15,13.5,282.95,1.0,2010-02,UK,Q2,Occasional (2-3),309,2,565.9,1,2,2,122,At Risk
15092,2010-09-03 12:33:00,2010-09-03 12:33:00,19,1,95,318.65,5.234210526315789,1,19,1,United Kingdom,1,-3.3,0,315.34999999999997,19.0,318.65,1.0,2010-09,UK,Q2,One-time,97,1,318.65,2,1,2,212,Moderate
15093,2009-12-08 12:46:00,2010-12-02 18:25:00,224,18,7897,9729.09,2.317142857142857,1,86,15,United Kingdom,10,-481.35,359,9247.74,12.444444444444445,540.505,0.5555555555555556,2009-12,UK,Q4 (Highest),Loyal (11+),7,18,9729.09,4,4,4,444,Champions
15094,2010-03-05 12:56:00,2010-09-02 16:55:00,5,2,28,83.0,3.05,1,4,2,United Kingdom,0,0.0,181,83.0,2.5,41.5,0.0,2010-03,UK,Q1 (Lowest),Occasional (2-3),98,2,83.0,2,2,1,221,Moderate
15095,2010-01-21 09:37:00,2010-10-15 11:47:00,77,6,1154,1771.04,2.5554545454545456,1,60,5,United Kingdom,0,0.0,267,1771.04,12.833333333333334,295.17333333333335,0.0,2010-01,UK,Q4 (Highest),Regular (4-10),55,6,1771.04,2,4,4,244,High Value
15097,2010-05-05 14:22:00,2010-05-05 14:33:00,41,2,254,660.27,3.6407317073170735,1,39,1,United Kingdom,2,-321.3,0,338.96999999999997,20.5,330.135,1.0,2010-05,UK,Q2,Occasional (2-3),218,2,660.27,1,2,2,122,At Risk
15100,2010-01-07 14:33:00,2010-12-08 12:09:00,15,6,254,2018.6999999999998,5.79,1,11,6,United Kingdom,5,-334.29999999999995,334,1684.3999999999999,2.5,336.45,0.8333333333333334,2010-01,UK,Q4 (Highest),Regular (4-10),1,6,2018.6999999999998,4,4,4,444,Champions
15101,2010-04-28 15:00:00,2010-07-12 10:46:00,50,4,435,1160.41,4.4618,1,48,4,United Kingdom,5,-166.95000000000002,74,993.46,12.5,290.1025,1.25,2010-04,UK,Q3,Regular (4-10),150,4,1160.41,1,3,3,133,High Value
15102,2010-06-11 10:16:00,2010-06-27 12:16:00,27,2,339,554.67,3.2955555555555556,1,26,2,United Kingdom,0,0.0,16,554.67,13.5,277.335,0.0,2010-06,UK,Q2,Occasional (2-3),165,2,554.67,1,2,2,122,Moderate
15105,2010-03-23 12:18:00,2010-10-05 14:12:00,50,2,536,795.98,2.6516,1,50,2,United Kingdom,0,0.0,196,795.98,25.0,397.99,0.0,2010-03,UK,Q3,Occasional (2-3),65,2,795.98,2,2,3,223,Moderate
15107,2010-09-14 10:47:00,2010-12-02 13:45:00,31,4,187,620.85,6.050000000000001,1,28,4,United Kingdom,2,-12.25,79,608.6,7.75,155.2125,0.5,2010-09,UK,Q2,Regular (4-10),7,4,620.85,4,3,2,432,Loyal Customers
15109,2009-12-04 12:33:00,2010-05-09 13:44:00,20,2,127,498.15000000000003,4.8075,1,18,2,United Kingdom,0,0.0,156,498.15000000000003,10.0,249.07500000000002,0.0,2009-12,UK,Q2,Occasional (2-3),214,2,498.15000000000003,1,2,2,122,At Risk
15110,2010-08-11 15:49:00,2010-11-01 10:31:00,18,2,91,509.75,7.605555555555556,1,14,2,United Kingdom,0,0.0,81,509.75,9.0,254.875,0.0,2010-08,UK,Q2,Occasional (2-3),38,2,509.75,3,2,2,322,Recent Customers
15111,2010-04-26 13:12:00,2010-12-02 11:45:00,67,3,454,1163.39,4.254626865671642,1,60,3,United Kingdom,0,0.0,219,1163.39,22.333333333333332,387.7966666666667,0.0,2010-04,UK,Q3,Occasional (2-3),7,3,1163.39,4,3,3,433,Champions
15112,2010-04-07 14:17:00,2010-04-07 14:17:00,7,1,72,209.4,4.357142857142857,1,7,1,United Kingdom,0,0.0,0,209.4,7.0,209.4,0.0,2010-04,UK,Q1 (Lowest),One-time,246,1,209.4,1,1,1,111,At Risk
15114,2010-10-14 16:44:00,2010-11-21 16:14:00,34,2,436,639.56,3.289705882352941,1,33,2,United Kingdom,0,0.0,37,639.56,17.0,319.78,0.0,2010-10,UK,Q2,Occasional (2-3),18,2,639.56,3,2,2,322,Recent Customers
15115,2009-12-07 11:20:00,2009-12-07 11:20:00,14,1,88,191.74,2.8485714285714288,1,14,1,United Kingdom,1,-3.75,0,187.99,14.0,191.74,1.0,2009-12,UK,Q1 (Lowest),One-time,367,1,191.74,1,1,1,111,At Risk
15117,2010-03-15 13:39:00,2010-09-17 14:45:00,52,3,1145,934.19,1.8288461538461538,1,46,2,United Kingdom,0,0.0,186,934.19,17.333333333333332,311.3966666666667,0.0,2010-03,UK,Q3,Occasional (2-3),83,3,934.19,2,3,3,233,High Value
15122,2010-03-30 14:05:00,2010-10-13 09:42:00,145,8,1233,2853.4900000000002,3.720344827586207,1,107,7,United Kingdom,3,-14.399999999999999,196,2839.09,18.125,356.68625000000003,0.375,2010-03,UK,Q4 (Highest),Regular (4-10),57,8,2853.4900000000002,2,4,4,244,High Value
15123,2010-03-16 09:49:00,2010-10-14 16:30:00,77,3,1329,2456.86,2.933766233766234,1,66,3,United Kingdom,0,0.0,212,2456.86,25.666666666666668,818.9533333333334,0.0,2010-03,UK,Q4 (Highest),Occasional (2-3),56,3,2456.86,2,3,4,234,High Value
15124,2010-02-26 10:49:00,2010-08-20 12:31:00,16,2,229,266.63,4.030625,1,16,2,United Kingdom,0,0.0,175,266.63,8.0,133.315,0.0,2010-02,UK,Q1 (Lowest),Occasional (2-3),111,2,266.63,2,2,1,221,Moderate
15125,2010-03-31 13:29:00,2010-08-17 09:54:00,113,9,2240,5496.39,4.550442477876107,1,72,5,United Kingdom,8,-489.11,138,5007.280000000001,12.555555555555555,610.71,0.8888888888888888,2010-03,UK,Q4 (Highest),Regular (4-10),114,9,5496.39,2,4,4,244,High Value
15126,2010-01-21 17:09:00,2010-06-21 12:31:00,25,2,273,449.49,2.8027999999999995,1,25,2,United Kingdom,0,0.0,150,449.49,12.5,224.745,0.0,2010-01,UK,Q2,Occasional (2-3),171,2,449.49,1,2,2,122,Moderate
15127,2010-07-08 10:07:00,2010-07-08 10:07:00,12,1,213,304.97,4.706666666666667,1,12,1,United Kingdom,0,0.0,0,304.97,12.0,304.97,0.0,2010-07,UK,Q1 (Lowest),One-time,154,1,304.97,1,1,1,111,Moderate
15128,2010-10-05 16:46:00,2010-10-05 16:46:00,21,1,240,312.68,2.3623809523809522,1,21,1,United Kingdom,0,0.0,0,312.68,21.0,312.68,0.0,2010-10,UK,Q2,One-time,65,1,312.68,2,1,2,212,Moderate
15129,2010-04-08 17:15:00,2010-11-19 11:48:00,123,12,2208,3412.78,2.150081300813008,1,56,11,United Kingdom,0,0.0,224,3412.78,10.25,284.39833333333337,0.0,2010-04,UK,Q4 (Highest),Loyal (11+),20,12,3412.78,3,4,4,344,Champions
15131,2010-11-10 12:07:00,2010-11-10 12:07:00,7,1,88,80.28,2.08,1,7,1,United Kingdom,0,0.0,0,80.28,7.0,80.28,0.0,2010-11,UK,Q1 (Lowest),One-time,29,1,80.28,3,1,1,311,Recent Customers
15133,2010-07-07 12:31:00,2010-11-22 15:16:00,20,2,280,824.48,3.1994999999999996,1,20,2,United Kingdom,0,0.0,138,824.48,10.0,412.24,0.0,2010-07,UK,Q3,Occasional (2-3),17,2,824.48,4,2,3,423,Potential Loyalists
15134,2010-10-13 12:44:00,2010-11-23 14:59:00,12,2,170,208.3,1.7249999999999999,1,12,2,United Kingdom,0,0.0,41,208.3,6.0,104.15,0.0,2010-10,UK,Q1 (Lowest),Occasional (2-3),16,2,208.3,4,2,1,421,Recent Customers
15135,2010-06-01 13:33:00,2010-06-01 13:33:00,11,1,41,166.63,5.935454545454545,1,11,1,United Kingdom,0,0.0,0,166.63,11.0,166.63,0.0,2010-06,UK,Q1 (Lowest),One-time,191,1,166.63,1,1,1,111,At Risk
15137,2010-01-28 15:45:00,2010-07-07 09:41:00,34,2,596,823.4,2.1173529411764704,1,34,2,United Kingdom,6,-75.85000000000001,159,747.55,17.0,411.7,3.0,2010-01,UK,Q3,Occasional (2-3),155,2,823.4,1,2,3,123,Moderate
15138,2010-11-11 09:16:00,2010-11-11 09:16:00,31,1,300,502.52,4.388709677419355,1,31,1,United Kingdom,2,-15.93,0,486.59,31.0,502.52,2.0,2010-11,UK,Q2,One-time,28,1,502.52,3,1,2,312,Recent Customers
15140,2010-09-23 13:07:00,2010-09-23 13:07:00,32,1,438,889.44,2.331875,1,32,1,United Kingdom,0,0.0,0,889.44,32.0,889.44,0.0,2010-09,UK,Q3,One-time,77,1,889.44,2,1,3,213,Moderate
15141,2010-03-28 15:58:00,2010-09-08 11:33:00,80,7,1197,1388.47,1.8842500000000002,1,44,6,United Kingdom,3,-10.16,163,1378.31,11.428571428571429,198.35285714285715,0.42857142857142855,2010-03,UK,Q3,Regular (4-10),92,7,1388.47,2,4,3,243,High Value
15142,2010-07-27 09:05:00,2010-10-25 15:36:00,116,5,1790,2121.18,1.9827586206896552,1,97,4,United Kingdom,1,-10.95,90,2110.23,23.2,424.236,0.2,2010-07,UK,Q4 (Highest),Regular (4-10),45,5,2121.18,3,4,4,344,Champions
15143,2010-10-03 13:58:00,2010-10-03 13:58:00,17,1,170,304.18,3.2041176470588235,1,17,1,United Kingdom,0,0.0,0,304.18,17.0,304.18,0.0,2010-10,UK,Q1 (Lowest),One-time,67,1,304.18,2,1,1,211,Moderate
15144,2009-12-13 11:35:00,2010-11-25 18:50:00,132,12,2201,5579.87,3.486060606060606,1,98,10,United Kingdom,3,-103.4,347,5476.47,11.0,464.9891666666667,0.25,2009-12,UK,Q4 (Highest),Loyal (11+),14,12,5579.87,4,4,4,444,Champions
15149,2010-02-28 11:13:00,2010-05-11 13:51:00,45,3,251,1003.8100000000001,7.653777777777778,1,43,2,United Kingdom,0,0.0,72,1003.8100000000001,15.0,334.60333333333335,0.0,2010-02,UK,Q3,Occasional (2-3),212,3,1003.8100000000001,1,3,3,133,High Value
15150,2010-06-14 12:01:00,2010-09-09 17:19:00,232,3,2525,3686.61,2.681896551724138,1,231,2,United Kingdom,0,0.0,87,3686.61,77.33333333333333,1228.8700000000001,0.0,2010-06,UK,Q4 (Highest),Occasional (2-3),91,3,3686.61,2,3,4,234,High Value
15151,2010-07-18 12:19:00,2010-10-12 16:37:00,57,2,795,2085.61,13.795438596491229,1,56,2,United Kingdom,0,0.0,86,2085.61,28.5,1042.805,0.0,2010-07,UK,Q4 (Highest),Occasional (2-3),58,2,2085.61,2,2,4,224,Moderate
15152,2010-01-07 15:15:00,2010-01-07 15:15:00,29,1,290,518.14,1.956551724137931,1,29,1,United Kingdom,0,0.0,0,518.14,29.0,518.14,0.0,2010-01,UK,Q2,One-time,336,1,518.14,1,1,2,112,At Risk
15154,2010-08-18 17:41:00,2010-08-18 17:43:00,102,2,244,1089.44,4.494313725490196,1,101,1,United Kingdom,0,0.0,0,1089.44,51.0,544.72,0.0,2010-08,UK,Q3,Occasional (2-3),113,2,1089.44,2,2,3,223,Moderate
15155,2010-11-21 12:59:00,2010-11-21 12:59:00,24,1,192,383.96999999999997,3.9129166666666664,1,24,1,United Kingdom,0,0.0,0,383.96999999999997,24.0,383.96999999999997,0.0,2010-11,UK,Q2,One-time,18,1,383.96999999999997,3,1,2,312,Recent Customers
15157,2009-12-10 14:44:00,2010-05-19 13:29:00,27,2,1074,718.04,1.3829629629629632,1,27,2,United Kingdom,0,0.0,159,718.04,13.5,359.02,0.0,2009-12,UK,Q3,Occasional (2-3),204,2,718.04,1,2,3,123,At Risk
15158,2010-11-03 13:46:00,2010-11-03 13:46:00,4,1,21,204.62,45.4675,1,4,1,United Kingdom,2,-168.36,0,36.25999999999999,4.0,204.62,2.0,2010-11,UK,Q1 (Lowest),One-time,36,1,204.62,3,1,1,311,Recent Customers
15159,2010-10-04 09:31:00,2010-11-09 11:11:00,100,4,2071,3475.7200000000003,2.4405,1,91,4,United Kingdom,0,0.0,36,3475.7200000000003,25.0,868.9300000000001,0.0,2010-10,UK,Q4 (Highest),Regular (4-10),30,4,3475.7200000000003,3,3,4,334,Champions
15160,2010-10-14 15:26:00,2010-11-30 15:41:00,19,3,223,431.11,2.7273684210526317,1,16,3,United Kingdom,0,0.0,47,431.11,6.333333333333333,143.70333333333335,0.0,2010-10,UK,Q2,Occasional (2-3),9,3,431.11,4,3,2,432,Loyal Customers
15161,2010-11-16 16:08:00,2010-11-16 16:08:00,33,1,144,119.92,1.871212121212121,1,33,1,United Kingdom,0,0.0,0,119.92,33.0,119.92,0.0,2010-11,UK,Q1 (Lowest),One-time,23,1,119.92,3,1,1,311,Recent Customers
15162,2009-12-08 13:14:00,2009-12-08 13:14:00,12,1,74,312.9,4.633333333333334,1,12,1,United Kingdom,4,-71.4,0,241.49999999999997,12.0,312.9,4.0,2009-12,UK,Q2,One-time,366,1,312.9,1,1,2,112,At Risk
15164,2010-01-18 13:34:00,2010-11-15 17:11:00,251,6,561,1203.53,2.6288446215139443,1,193,6,United Kingdom,2,-16.9,301,1186.6299999999999,41.833333333333336,200.58833333333334,0.3333333333333333,2010-01,UK,Q3,Regular (4-10),24,6,1203.53,3,4,3,343,Champions
15165,2010-12-01 14:03:00,2010-12-01 14:03:00,27,1,160,487.75,4.987037037037037,1,27,1,United Kingdom,0,0.0,0,487.75,27.0,487.75,0.0,2010-12,UK,Q2,One-time,8,1,487.75,4,1,2,412,Recent Customers
15166,2010-08-29 12:31:00,2010-08-29 12:31:00,12,1,140,167.16,2.47,1,12,1,United Kingdom,0,0.0,0,167.16,12.0,167.16,0.0,2010-08,UK,Q1 (Lowest),One-time,102,1,167.16,2,1,1,211,Moderate
15167,2010-02-04 14:13:00,2010-10-28 14:19:00,265,4,798,1468.82,3.2830188679245285,1,233,3,United Kingdom,0,0.0,266,1468.82,66.25,367.205,0.0,2010-02,UK,Q3,Regular (4-10),42,4,1468.82,3,3,3,333,Champions
